,City Name,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Kaura Namoda,59,NG,1563027291,37,12.59,6.58,91.54,6.02
374,Ileza,76,RU,1563027293,54,61.05,43.9,62.92,3.44
375,Biltine,48,TD,1563027294,23,14.53,20.93,98.38,6.67
376,Chivay,0,PE,1563027295,26,-15.64,-71.6,48.16,4.5
377,Rajmahal,100,IN,1563027297,83,25.05,87.83,82.9,4.85
378,Boguchany,0,RU,1563027298,59,58.38,97.46,64.0,0.69
379,Seddon,20,AU,1563027299,86,-37.81,144.89,46.0,11.41
380,Mtwara,34,TZ,1563027300,55,-10.28,40.18,77.32,10.56
381,Emba,75,CY,1563027071,69,34.81,32.42,84.2,12.75
382,Porto Walter,0,BR,1563027303,54,-8.27,-72.74,85.96,2.71
383,Ilinskiy,75,RU,1563027304,52,55.62,38.12,64.4,4.47
384,Bolobo,95,CD,1563027306,44,-2.17,16.23,87.76,5.01
385,Aktau,40,KZ,1563027308,51,43.65,51.16,84.2,15.66
386,Tazovskiy,67,RU,1563027310,65,67.47,78.7,49.6,9.44
387,Marivan,0,IR,1563027311,12,35.52,46.18,89.56,12.57
388,Petropavlovsk-Kamchatskiy,75,RU,1563027312,100,53.05,158.65,44.6,2.24
389,Buraydah,0,SA,1563027313,15,26.33,43.97,105.8,13.87
390,New Bern,40,US,1563027065,74,35.11,-77.04,89.01,6.93
391,Mildura,0,AU,1563027316,87,-34.18,142.16,42.8,6.93
392,Pringsewu,6,ID,1563027317,96,-5.36,104.98,68.86,1.23
393,Tura,100,RU,1563027319,86,64.27,100.22,58.6,1.66
394,Clarence Town,0,AU,1563027320,60,-32.59,151.78,51.01,13.87
395,Scarborough,55,GB,1563027082,72,54.28,-0.41,71.01,4.7
396,Svobodnyy,68,RU,1563027322,69,53.85,40.53,65.8,7.02
397,Paddhari,89,IN,1563027324,61,22.44,70.6,91.99,20.54
398,Xinan,20,CN,1563027325,74,22.55,113.89,86.0,12.75
399,Ginir,99,ET,1563027326,84,7.14,40.71,63.82,6.78
400,Manakara,0,MG,1563027327,78,-22.14,48.01,65.44,3.62
401,Haukipudas,75,FI,1563027329,54,65.17,25.5,60.01,10.29
402,Jalu,0,LY,1563027330,12,29.03,21.55,100.18,15.82
403,Killybegs,75,IE,1563027331,72,54.63,-8.45,62.01,9.17
404,Sur,10,OM,1563027332,64,22.57,59.53,85.78,20.07
405,Mandera,51,ET,1563027334,37,3.94,41.86,89.2,20.29
406,Portales,1,US,1563027335,73,34.19,-103.33,78.01,5.82
407,Leipzig,40,DE,1563027303,56,51.34,12.38,78.01,10.29
408,Vao,62,EE,1563027337,45,59.1,26.19,64.18,8.59
409,Clarksburg,1,US,1563027339,65,39.24,-77.28,82.0,6.93
410,Nemuro,100,JP,1563027340,96,43.32,145.57,54.82,15.59
411,Bana,72,CM,1563027341,85,5.14,10.29,75.16,1.81
412,Saldanha,34,PT,1563027330,36,41.42,-6.55,83.8,20.11
413,Boyolangu,0,ID,1563027343,92,-8.09,111.9,64.36,6.24
414,Voyvozh,100,RU,1563027345,96,62.89,54.96,56.08,7.07
415,Bronnoysund,75,NO,1563027346,87,65.46,12.2,57.2,5.82
416,Chicama,90,PE,1563027348,88,-7.84,-79.15,62.6,8.05
417,Lakes Entrance,0,AU,1563027349,80,-37.88,147.99,46.0,3.0
418,Kavieng,89,PG,1563027350,82,-2.57,150.8,82.0,12.75
419,Goose Creek,20,US,1563027352,50,38.32,-85.65,80.6,5.82
420,Wladyslawowo,20,PL,1563027353,63,54.79,18.4,70.0,12.75
421,Zeya,0,RU,1563027354,82,53.74,127.27,59.14,1.52
422,Wattegama,82,LK,1563027355,89,7.35,80.68,74.98,2.28
423,Port Pirie,0,AU,1563027357,93,-33.18,138.01,39.2,3.36
424,Mikumi,0,TZ,1563027358,47,-7.4,36.98,75.52,5.12
425,Chingirlau,100,KZ,1563027359,61,51.09,54.08,81.46,9.66
426,Sungairaya,74,ID,1563027360,78,0.7,108.9,83.08,20.04
427,Nuevo Progreso,1,US,1563027362,69,26.05,-97.95,88.0,5.82
428,Caucaia,75,BR,1563027363,83,-3.73,-38.66,86.0,8.05
429,Adrar,0,DZ,1563027364,4,27.87,-0.29,116.6,14.99
430,Tapa,0,EE,1563027365,32,59.27,25.96,66.2,6.93
431,Elizabeth City,75,US,1563027222,74,36.3,-76.22,88.0,5.82
432,Te Kauwhata,100,NZ,1563027368,93,-37.4,175.15,55.99,6.93
433,Ambilobe,85,MG,1563027369,55,-13.19,49.05,76.42,6.17
434,Marica,0,BR,1563027357,73,-22.92,-42.82,78.8,5.82
435,Sao Miguel do Araguaia,0,BR,1563027372,23,-13.28,-50.16,94.42,6.17
436,Carbonia,0,IT,1563027373,30,39.17,8.53,95.0,19.46
437,Rawson,100,AR,1563027374,49,-43.3,-65.11,50.5,18.84
438,Sao Joao da Barra,0,BR,1563027376,53,-21.64,-41.05,75.2,11.41
439,Aswan,0,EG,1563027377,8,24.09,32.9,111.2,11.41
440,Vulcan,99,CA,1563027378,77,50.4,-113.26,66.99,5.99
441,Bud,75,NO,1563027379,76,62.91,6.91,59.0,9.17
442,Kangaatsiaq,100,GL,1563027381,87,68.31,-53.46,42.94,6.24
443,Giyani,0,ZA,1563027382,36,-23.32,30.73,72.1,5.53
444,Goderich,64,CA,1563027383,64,43.74,-81.71,79.0,13.0
445,Mawlaik,100,MM,1563027384,92,23.63,94.42,71.02,4.12
446,Madang,50,CN,1563027386,83,35.32,102.79,39.7,3.38
447,Port-Cartier,90,CA,1563027387,100,50.03,-66.88,55.99,9.17
448,Molina,59,CL,1563027388,100,-35.11,-71.28,41.0,3.36
449,Summerland,75,CA,1563027227,72,49.6,-119.67,68.0,4.7
450,Altay,62,CN,1563027391,60,47.83,88.13,54.28,5.23
451,Dwarka,40,IN,1563027392,35,28.58,77.04,100.4,9.17
452,Kargasok,74,RU,1563027393,86,59.06,80.87,69.58,4.83
453,Yermakovskoye,100,RU,1563027394,91,53.28,92.4,61.84,1.39
454,Indiaroba,50,BR,1563027395,62,-11.53,-37.51,81.28,9.48
455,Iracoubo,21,GF,1563027397,84,5.48,-53.21,80.74,6.89
456,Dong Hoi,100,VN,1563027398,71,17.48,106.6,82.36,5.06
457,Lukang,40,TW,1563027400,78,24.06,120.44,86.0,11.41
458,Raton,1,US,1563027401,55,36.9,-104.44,73.4,4.7
459,Santo Antonio do Ica,39,BR,1563027402,62,-3.1,-67.94,85.24,4.34
460,Cobija,75,BR,1563027403,83,-11.02,-68.77,77.0,2.95
461,Valparaiso,20,US,1563027405,61,41.47,-87.06,82.99,6.93
462,Koumac,97,NC,1563027406,72,-20.56,164.28,71.92,4.99
463,Tselinnoye,0,UA,1563027407,47,45.9,34.18,75.34,13.4
464,Mareeba,0,AU,1563027408,82,-16.99,145.42,60.8,3.36
465,Nadym,100,RU,1563027409,52,65.53,72.51,64.9,10.51
466,Okha,13,RU,1563027411,94,53.59,142.95,47.08,12.01
467,Fuerte Olimpo,100,BR,1563027412,46,-21.04,-57.87,77.86,3.98
468,Timizart,52,DZ,1563027413,80,36.8,4.25,75.34,9.28
469,Christchurch,35,NZ,1563027415,51,-43.53,172.64,59.0,18.34
470,Byron Bay,29,AU,1563027416,54,-28.65,153.62,59.0,10.29
471,Piracaia,66,BR,1563027417,60,-23.05,-46.36,68.0,3.36
472,Vanavara,1,RU,1563027418,64,60.35,102.28,64.54,1.74
473,Elat,9,CM,1563027419,89,2.91,11.16,74.98,4.45
474,Porangatu,0,BR,1563027421,24,-13.44,-49.14,91.72,5.1
475,Bereda,20,ES,1563027422,73,43.27,-7.54,75.2,5.82
476,Marseille,0,FR,1563027423,25,43.3,5.37,97.0,26.4
477,Filingue,40,NE,1563027424,34,14.35,3.32,95.68,10.25
478,Pa Sang,75,TH,1563027426,58,18.53,98.94,89.01,10.29
479,Pasni,47,PK,1563027427,77,25.26,63.48,82.36,13.85
480,Padang,1,ID,1563027376,78,-0.92,100.36,83.44,11.45
481,Ambon,0,FR,1563027430,50,47.55,-2.56,84.0,10.29
482,Porto Belo,0,BR,1563027431,77,-27.15,-48.54,73.99,5.82
483,Kyrksaeterora,75,NO,1563027432,66,63.29,9.09,59.0,6.55
484,Beruwala,68,LK,1563027434,80,6.48,79.98,83.26,11.81
485,Amposta,20,ES,1563027435,54,40.71,0.58,87.01,9.17
486,Sibi,48,PK,1563027436,24,29.55,67.88,104.5,3.87
487,Iseyin,39,NG,1563027437,65,7.97,3.6,83.26,7.02
488,Russellville,20,US,1563027362,69,35.28,-93.13,84.0,6.93
489,Marzuq,98,YE,1563027440,20,14.4,46.47,91.9,5.82
490,Sao Joaquim,5,BR,1563027441,99,-28.29,-49.93,66.0,1.01
491,Kihei,20,US,1563027442,83,20.76,-156.45,77.0,14.99
492,Begusarai,93,IN,1563027443,85,25.41,86.13,82.36,6.85
493,Punta Alta,75,AR,1563027445,56,-27.46,-55.82,69.8,14.99
494,Hays,1,US,1563027333,69,38.88,-99.33,79.0,13.87
495,Sondrio,40,IT,1563027447,42,46.17,9.88,86.0,8.05
496,Srandakan,0,ID,1563027448,79,-7.94,110.25,75.52,16.67
497,Malanje,75,AO,1563027450,69,-9.54,16.35,80.6,5.82
498,Kathu,0,ZA,1563027451,17,-27.7,23.05,75.0,8.28
499,Ust-Koksa,41,RU,1563027452,97,50.27,85.62,48.16,5.99
500,Saint Anthony,1,US,1563027453,67,43.97,-111.68,63.0,4.7
501,The Valley,40,AI,1563027278,69,18.22,-63.06,86.0,17.22
502,Hofn,90,IS,1563027456,87,64.25,-15.21,55.4,8.05
503,Buta,100,CD,1563027457,88,2.79,24.73,78.94,1.72
504,Laguna,40,BZ,1563027435,94,16.17,-88.94,78.8,1.63
505,Tanabe,100,JP,1563027459,95,33.73,135.39,73.72,27.76
506,Ugoofaaru,67,MV,1563027319,73,5.67,73.0,84.16,6.11
507,Lolodorf,49,CM,1563027462,89,3.23,10.73,77.14,4.03
508,Honiara,40,SB,1563027463,100,-9.43,159.96,75.2,4.92
509,Freeport,40,BS,1563027464,74,26.54,-78.7,86.0,6.93
510,Conchal,0,BR,1563027466,63,-22.34,-47.17,64.4,1.12
511,Haines Junction,100,CA,1563027467,83,60.75,-137.51,46.36,3.29
512,Manaure,20,CO,1563027468,70,11.78,-72.45,84.2,17.22
513,Skegness,75,GB,1563027469,68,53.14,0.34,70.0,9.17
514,San Felipe,0,CL,1563027411,99,-32.75,-70.73,51.01,1.01
515,Darnah,0,LY,1563027472,77,32.77,22.64,78.4,14.09
516,Rome,0,IT,1563027387,58,41.89,12.48,86.0,11.41
517,Gabu,98,CN,1563027474,85,34.78,103.0,42.94,4.5
518,Mahebourg,75,MU,1563027401,56,-20.41,57.7,71.6,8.05
519,Banda Aceh,9,ID,1563027409,75,5.56,95.32,84.52,11.56
520,Kilemary,59,RU,1563027478,85,56.78,46.86,66.16,2.86
521,Paita,0,PE,1563027479,290,-5.09,-81.11,62.6,20.8
522,Ibra,6,OM,1563027480,25,22.69,58.55,94.42,17.78
523,Kysyl-Syr,58,RU,1563027482,69,63.9,122.77,68.86,1.57
524,Muzhi,100,RU,1563027483,87,65.4,64.7,58.42,14.2
525,Luang Prabang,90,LA,1563027484,88,19.89,102.14,77.0,2.24
526,Vanimo,2,PG,1563027485,71,-2.67,141.3,82.9,5.3
527,Mirnyy,97,RU,1563027487,64,56.57,36.46,63.46,5.3
528,Tete,0,MZ,1563027488,34,-16.16,33.59,82.4,10.29
529,Acapulco,90,MX,1563027337,78,16.86,-99.88,78.8,3.36
530,Soria,71,ES,1563027336,62,41.76,-2.46,69.76,9.44
531,Teknaf,100,BD,1563027492,86,20.86,92.31,82.72,14.07
